"features","nn_type","arch","look_back","act_fun","batch_size","epochs","units","dropout","optimizer","mae","rmse","r2"
"x1,x2","LSTM","multi",3,"sigmoid&tanh",32,150,50,0.2,"rmsprop",0.341972726248572,0.401910322290913,-0.567767276685802
"x1,x2","LSTM","deep",3,"sigmoid&tanh",32,150,50,0.2,"rmsprop",0.358570514164607,0.420738100216037,-0.718094145323936
"x1,x2","LSTM","single",4,"sigmoid&tanh",16,200,30,0.2,"rmsprop",0.33270097112856,0.392195495377047,-0.439588395175691
"x1,x2","LSTM","multi",4,"sigmoid&tanh",16,200,30,0.2,"rmsprop",0.342986133710407,0.405637041280123,-0.539956124180025
"x1,x2","LSTM","deep",4,"sigmoid&tanh",16,200,30,0.2,"rmsprop",0.359534525484091,0.423633025155378,-0.679626634277617
"x1,x2","FF","single",0,"tanh",8,200,50,0.2,"rmsprop",0.384168652858234,0.451238632775846,-0.916587969770612
"x1,x2","FF","multi",0,"tanh",8,200,50,0.2,"rmsprop",0.354545386409013,0.403608145202335,-0.533331482461574
"x1,x2","FF","deep",0,"tanh",8,200,50,0.2,"rmsprop",0.569175392304935,0.646526367352629,-2.93449222441777
"x1,x2","FF","single",0,"relu",8,100,50,0.2,"rmsprop",0.370772754404594,0.455158141180644,-0.950027961368024
"x1,x2","FF","multi",0,"relu",8,100,50,0.2,"rmsprop",0.341773739673591,0.395135006003729,-0.469627336623707
"x1,x2","FF","deep",0,"relu",8,100,50,0.2,"rmsprop",0.329732482062213,0.390062804766763,-0.432139380396878
"x1,x2","LSTM","single",4,"sigmoid&tanh",16,200,50,0.2,"rmsprop",0.349699059160638,0.413631399536505,-0.601253653067549
"x1,x2","LSTM","multi",4,"sigmoid&tanh",16,200,50,0.2,"rmsprop",0.325858374112462,0.388563357841224,-0.413047697348406
"x1,x2","LSTM","deep",4,"sigmoid&tanh",16,200,50,0.2,"rmsprop",0.347751907278566,0.413048116415053,-0.596740815308103
"x1,x2","LSTM","single",2,"sigmoid&tanh",8,200,30,0.2,"rmsprop",0.3509065466638,0.409687635052398,-0.617629483658265
"x1,x2","LSTM","multi",2,"sigmoid&tanh",8,200,30,0.2,"rmsprop",0.344492645663785,0.402042657477056,-0.557821204027137
"x1,x2","LSTM","deep",2,"sigmoid&tanh",8,200,30,0.2,"rmsprop",0.351092747192075,0.414507709458371,-0.655917003980651
"x1,x2","FF","single",0,"tanh",8,150,80,0.2,"rmsprop",0.38446899448449,0.446921252066913,-0.880088192939632
"x1,x2","FF","multi",0,"tanh",8,150,80,0.2,"rmsprop",0.572299046869778,0.644604410732092,-2.91113452724186
"x1,x2","FF","deep",0,"tanh",8,150,80,0.2,"rmsprop",0.567170167231679,0.634056918077166,-2.78418795729804
"x1,x2","LSTM","single",2,"sigmoid&tanh",32,150,50,0.2,"rmsprop",0.319606514292318,0.374297256069704,-0.350226500874571
"x1,x2","LSTM","multi",2,"sigmoid&tanh",32,150,50,0.2,"rmsprop",0.349701294471554,0.409087112562719,-0.612890698089807
"x1,x2","LSTM","deep",2,"sigmoid&tanh",32,150,50,0.2,"rmsprop",0.349076327794857,0.412617943719132,-0.640852570549217
"x1,x2","FF","single",0,"tanh",32,150,50,0.2,"rmsprop",0.350699160961393,0.416522111850594,-0.63302311397055
"x1,x2","FF","multi",0,"tanh",32,150,50,0.2,"rmsprop",0.429571533290295,0.480258544871,-1.17103292480466
"x1,x2","FF","deep",0,"tanh",32,150,50,0.2,"rmsprop",0.404803611717476,0.463154363623774,-1.01914602675006
"x1,x2","FF","single",0,"relu",8,100,80,0.2,"rmsprop",0.392173045173591,0.469294224092055,-1.07303496235334
"x1,x2","FF","multi",0,"relu",8,100,80,0.2,"rmsprop",0.395840583986964,0.451174901335717,-0.916046623011869
"x1,x2","FF","deep",0,"relu",8,100,80,0.2,"rmsprop",0.394643173279242,0.445712202806266,-0.869929604545424
"x1,x2","LSTM","single",4,"sigmoid&tanh",16,150,50,0.2,"rmsprop",0.350020969520853,0.417020682989801,-0.627602413223102
"x1,x2","LSTM","multi",4,"sigmoid&tanh",16,150,50,0.2,"rmsprop",0.331154519575287,0.394778495111728,-0.45861309772729
"x1,x2","LSTM","deep",4,"sigmoid&tanh",16,150,50,0.2,"rmsprop",0.349963642486297,0.415963974810629,-0.619364348378299
"x1,x2","LSTM","single",3,"sigmoid&tanh",16,100,50,0.2,"rmsprop",0.316568151463569,0.36991211418376,-0.328068215865146
"x1,x2","LSTM","multi",3,"sigmoid&tanh",16,100,50,0.2,"rmsprop",0.329458308585217,0.386834725482593,-0.452359670190923
"x1,x2","LSTM","deep",3,"sigmoid&tanh",16,100,50,0.2,"rmsprop",0.347530908364924,0.410572171060693,-0.636071551310399
"x1,x2","FF","single",0,"relu",16,150,50,0.2,"rmsprop",0.397961579570049,0.443716107840007,-0.853218376840029
"x1,x2","FF","multi",0,"relu",16,150,50,0.2,"rmsprop",0.304350222125208,0.364846552177647,-0.252958542565846
"x1,x2","FF","deep",0,"relu",16,150,50,0.2,"rmsprop",0.358487553196855,0.418411250145069,-0.647869876935773
"x1,x2","LSTM","single",2,"sigmoid&tanh",8,100,80,0.2,"rmsprop",0.341013948520022,0.397452855242823,-0.522455415599385
"x1,x2","LSTM","multi",2,"sigmoid&tanh",8,100,80,0.2,"rmsprop",0.336543983378919,0.393319319769971,-0.490952816297217
"x1,x2","LSTM","deep",2,"sigmoid&tanh",8,100,80,0.2,"rmsprop",0.348129446821797,0.409088728325682,-0.612903438917463
"x1,x2","FF","single",0,"relu",16,200,30,0.2,"rmsprop",0.355335033685808,0.432586785342111,-0.761419116638076
"x1,x2","FF","multi",0,"relu",16,200,30,0.2,"rmsprop",0.455596433692586,0.507379533535941,-1.42316003812152
"x1,x2","FF","deep",0,"relu",16,200,30,0.2,"rmsprop",0.288204643663819,0.340501170151595,-0.0913232957985635
"x1,x2","LSTM","single",3,"sigmoid&tanh",8,200,50,0.2,"rmsprop",0.351506320796411,0.415842848773015,-0.678346971949804
"x1,x2","LSTM","multi",3,"sigmoid&tanh",8,200,50,0.2,"rmsprop",0.328632100237452,0.386098401133719,-0.446835915828983
"x1,x2","LSTM","deep",3,"sigmoid&tanh",8,200,50,0.2,"rmsprop",0.361947248601644,0.425714808883804,-0.758979549451424
"x1,x2","FF","single",0,"tanh",8,200,30,0.2,"rmsprop",0.408536043202872,0.457152444173297,-0.967153729641278
"x1,x2","FF","multi",0,"tanh",8,200,30,0.2,"rmsprop",0.329243111702697,0.377612072620705,-0.342171305656478
"x1,x2","FF","deep",0,"tanh",8,200,30,0.2,"rmsprop",0.381743764247655,0.435926443119011,-0.788721126044316
"x1,x2","LSTM","single",2,"sigmoid&tanh",32,200,50,0.2,"rmsprop",0.335956144918161,0.39208497950382,-0.481609490091055
"x1,x2","LSTM","multi",2,"sigmoid&tanh",32,200,50,0.2,"rmsprop",0.330406771070368,0.385598901691276,-0.432995799447047
"x1,x2","LSTM","deep",2,"sigmoid&tanh",32,200,50,0.2,"rmsprop",0.362331992892432,0.426387425762403,-0.752193716065197
"x1,x2","LSTM","single",2,"sigmoid&tanh",8,100,50,0.2,"rmsprop",0.327718821841335,0.383861625005219,-0.42011245322876
"x1,x2","LSTM","multi",2,"sigmoid&tanh",8,100,50,0.2,"rmsprop",0.328788677468141,0.38484144397644,-0.42737147000093
"x1,x2","LSTM","deep",2,"sigmoid&tanh",8,100,50,0.2,"rmsprop",0.349729536720529,0.41101753913624,-0.628148638113713
"x1,x2","FF","single",0,"relu",8,100,80,0.2,"rmsprop",0.385248452424439,0.456756811516902,-0.963750342010024
"x1,x2","FF","multi",0,"relu",8,100,80,0.2,"rmsprop",0.352028658226243,0.410201522527668,-0.583837948697083
"x1,x2","FF","deep",0,"relu",8,100,80,0.2,"rmsprop",0.374124696117394,0.426593845999162,-0.71295273825364
"x1,x2","LSTM","single",2,"sigmoid&tanh",16,150,50,0.2,"rmsprop",0.325922122903544,0.380059540516157,-0.392119826871224
"x1,x2","LSTM","multi",2,"sigmoid&tanh",16,150,50,0.2,"rmsprop",0.342796563806788,0.400363914038363,-0.544838888925394
"x1,x2","LSTM","deep",2,"sigmoid&tanh",16,150,50,0.2,"rmsprop",0.34726085456275,0.405351956083426,-0.583572266060518
"x1,x2","LSTM","single",2,"sigmoid&tanh",16,100,80,0.2,"rmsprop",0.33705346888707,0.39416452021929,-0.497367492077369
"x1,x2","LSTM","multi",2,"sigmoid&tanh",16,100,80,0.2,"rmsprop",0.346191177033691,0.403325639701833,-0.567779579803264
"x1,x2","LSTM","deep",2,"sigmoid&tanh",16,100,80,0.2,"rmsprop",0.358921895863771,0.422239484385087,-0.718268490023478
"x1,x2","FF","single",0,"tanh",32,100,50,0.2,"rmsprop",0.385005191806041,0.462112705339513,-1.0100739109284
"x1,x2","FF","multi",0,"tanh",32,100,50,0.2,"rmsprop",0.304629305946203,0.356417286585659,-0.195731657758294
"x1,x2","FF","deep",0,"tanh",32,100,50,0.2,"rmsprop",0.453575270885349,0.504717295960649,-1.39779794564883
"x1,x2","FF","single",0,"relu",8,100,50,0.2,"rmsprop",0.301960120200325,0.354771607178617,-0.184715087486752
"x1,x2","FF","multi",0,"relu",8,100,50,0.2,"rmsprop",0.311506996584213,0.37776418550622,-0.343252853022177
"x1,x2","FF","deep",0,"relu",8,100,50,0.2,"rmsprop",0.355062760783663,0.417022198216382,-0.636946760842299
"x1,x2","LSTM","single",2,"sigmoid&tanh",32,100,50,0.2,"rmsprop",0.346346070098431,0.404360774469853,-0.57583731543846
"x1,x2","LSTM","multi",2,"sigmoid&tanh",32,100,50,0.2,"rmsprop",0.344430888212829,0.404547809465988,-0.577295443473093
"x1,x2","LSTM","deep",2,"sigmoid&tanh",32,100,50,0.2,"rmsprop",0.359181093164098,0.423816197868824,-0.731125058554726
"x1,x2","FF","single",0,"tanh",8,150,50,0.2,"rmsprop",0.274159126034808,0.330335393969855,-0.0271323938445214
"x1,x2","FF","multi",0,"tanh",8,150,50,0.2,"rmsprop",0.426663227931363,0.475578096791777,-1.128922723706
"x1,x2","FF","deep",0,"tanh",8,150,50,0.2,"rmsprop",0.484365056965868,0.537034788533159,-1.71469503060193
"x1,x2","FF","single",0,"tanh",32,200,50,0.2,"rmsprop",0.329002560456988,0.379509860978847,-0.355696073353929
"x1,x2","FF","multi",0,"tanh",32,200,50,0.2,"rmsprop",0.382923313626742,0.442539624049126,-0.84340403425835
"x1,x2","FF","deep",0,"tanh",32,200,50,0.2,"rmsprop",0.381245587449767,0.436411155714241,-0.792701144674279
"x1,x2","LSTM","single",2,"sigmoid&tanh",32,100,50,0.2,"rmsprop",0.315275323454771,0.367405496277055,-0.300962082075256
"x1,x2","LSTM","multi",2,"sigmoid&tanh",32,100,50,0.2,"rmsprop",0.338104680009895,0.394740590907184,-0.50174748983654
"x1,x2","LSTM","deep",2,"sigmoid&tanh",32,100,50,0.2,"rmsprop",0.357649311601893,0.42225347824385,-0.71838238560127
"x1,x2","LSTM","single",3,"sigmoid&tanh",32,200,80,0.2,"rmsprop",0.354104082017879,0.420374254155836,-0.715123881927406
"x1,x2","LSTM","multi",3,"sigmoid&tanh",32,200,80,0.2,"rmsprop",0.34074959221212,0.400112724439044,-0.55377453994701
"x1,x2","LSTM","deep",3,"sigmoid&tanh",32,200,80,0.2,"rmsprop",0.361762612786162,0.424476151487704,-0.74875860664988
"x1,x2","FF","single",0,"tanh",32,200,80,0.2,"rmsprop",0.386042482914353,0.44096460204942,-0.830305838887399
"x1,x2","FF","multi",0,"tanh",32,200,80,0.2,"rmsprop",0.527427887185534,0.589379033226239,-2.26968242225921
"x1,x2","FF","deep",0,"tanh",32,200,80,0.2,"rmsprop",0.405944136895938,0.468777240342055,-1.06847008592041
"x1,x2","LSTM","single",2,"sigmoid&tanh",16,200,80,0.2,"rmsprop",0.325442003307242,0.380167066646959,-0.392907653080628
"x1,x2","LSTM","multi",2,"sigmoid&tanh",16,200,80,0.2,"rmsprop",0.34378494989846,0.401942505381046,-0.557045168832444
"x1,x2","LSTM","deep",2,"sigmoid&tanh",16,200,80,0.2,"rmsprop",0.343857683692288,0.405263540493473,-0.582881522107086
"x1,x2","LSTM","single",2,"sigmoid&tanh",32,200,80,0.2,"rmsprop",0.334959543754588,0.391232004590982,-0.475170064307252
"x1,x2","LSTM","multi",2,"sigmoid&tanh",32,200,80,0.2,"rmsprop",0.346212514646861,0.405746384904219,-0.586655564017807
"x1,x2","LSTM","deep",2,"sigmoid&tanh",32,200,80,0.2,"rmsprop",0.357462208730345,0.42093464926079,-0.707665062927141
"x1,x2","FF","single",0,"relu",16,200,80,0.2,"rmsprop",0.37452885653709,0.430319417080898,-0.743002838638421
"x1,x2","FF","multi",0,"relu",16,200,80,0.2,"rmsprop",0.355184309922255,0.408536682680983,-0.571007739817666
"x1,x2","FF","deep",0,"relu",16,200,80,0.2,"rmsprop",0.395100223160538,0.443484526040856,-0.851284439158119
"x1,x2","LSTM","single",4,"sigmoid&tanh",8,100,30,0.3,"rmsprop",0.325243331309441,0.396325980302878,-0.470070693013978
"x1,x2","LSTM","multi",4,"sigmoid&tanh",8,100,30,0.3,"rmsprop",0.343895054398422,0.409000396692535,-0.565599208596716
"x1,x2","LSTM","deep",4,"sigmoid&tanh",8,100,30,0.3,"rmsprop",0.35143480876138,0.417644808763701,-0.632477896944383
"x1,x2","FF","single",0,"relu",32,150,30,0.3,"rmsprop",0.469700616609876,0.529787334919297,-1.64191811153458
"x1,x2","FF","multi",0,"relu",32,150,30,0.3,"rmsprop",0.454206155481955,0.527555038018468,-1.61970119406906
"x1,x2","FF","deep",0,"relu",32,150,30,0.3,"rmsprop",0.30110664160797,0.360390381173647,-0.222538629424339
"x1,x2","LSTM","single",4,"sigmoid&tanh",8,100,50,0.3,"rmsprop",0.314633623723368,0.372895807917543,-0.301392012272908
"x1,x2","LSTM","multi",4,"sigmoid&tanh",8,100,50,0.3,"rmsprop",0.340372177404707,0.402602066093469,-0.516998436693687
"x1,x2","LSTM","deep",4,"sigmoid&tanh",8,100,50,0.3,"rmsprop",0.349309922209043,0.415126798382029,-0.612852585354049
"x1,x2","LSTM","single",2,"sigmoid&tanh",16,150,30,0.3,"rmsprop",0.317065088695994,0.370765310737116,-0.324864701769089
"x1,x2","LSTM","multi",2,"sigmoid&tanh",16,150,30,0.3,"rmsprop",0.340830373481958,0.398543229646371,-0.530820299555465
"x1,x2","LSTM","deep",2,"sigmoid&tanh",16,150,30,0.3,"rmsprop",0.355924060048313,0.420770619506845,-0.706334436881578
"x1,x2","LSTM","single",4,"sigmoid&tanh",32,200,30,0.3,"rmsprop",0.353876482992319,0.418643597002307,-0.640295302265105
"x1,x2","LSTM","multi",4,"sigmoid&tanh",32,200,30,0.3,"rmsprop",0.326011358715161,0.386125813228051,-0.39537457870288
"x1,x2","LSTM","deep",4,"sigmoid&tanh",32,200,30,0.3,"rmsprop",0.359138676882482,0.423537807863218,-0.67887168120601
"x1,x2","FF","single",0,"tanh",8,200,30,0.3,"rmsprop",0.386213402829422,0.43609050566723,-0.790067763181902
"x1,x2","FF","multi",0,"tanh",8,200,30,0.3,"rmsprop",0.383151782548266,0.468901905117813,-1.06957039380689
"x1,x2","FF","deep",0,"tanh",8,200,30,0.3,"rmsprop",0.372071468220503,0.435272316756453,-0.783357047735336
"x1,x2","FF","single",0,"tanh",16,150,30,0.3,"rmsprop",0.275108715989497,0.332046553266247,-0.0378011831152578
"x1,x2","FF","multi",0,"tanh",16,150,30,0.3,"rmsprop",0.359982503289956,0.410057700362181,-0.582727513665706
"x1,x2","FF","deep",0,"tanh",16,150,30,0.3,"rmsprop",0.320267796404011,0.385953281783571,-0.40212161588617
"x1,x2","LSTM","single",4,"sigmoid&tanh",32,200,30,0.3,"rmsprop",0.382181291049131,0.452531856793654,-0.916599849752112
"x1,x2","LSTM","multi",4,"sigmoid&tanh",32,200,30,0.3,"rmsprop",0.370142909368428,0.434383783719999,-0.765957886307591
"x1,x2","LSTM","deep",4,"sigmoid&tanh",32,200,30,0.3,"rmsprop",0.365444960512895,0.429572961833361,-0.72705835106185
"x1,x2","LSTM","single",4,"sigmoid&tanh",8,150,30,0.3,"rmsprop",0.342439956900016,0.404558635101247,-0.531778909051721
"x1,x2","LSTM","multi",4,"sigmoid&tanh",8,150,30,0.3,"rmsprop",0.357971035008204,0.423551843947498,-0.678982958992523
"x1,x2","LSTM","deep",4,"sigmoid&tanh",8,150,30,0.3,"rmsprop",0.353370440868967,0.417377435622298,-0.630388365272794
"x1,x2","FF","single",0,"tanh",32,150,30,0.3,"rmsprop",0.403728706196467,0.472985434131686,-1.1057739150635
"x1,x2","FF","multi",0,"tanh",32,150,30,0.3,"rmsprop",0.408601529811542,0.468487590318392,-1.06591472588763
"x1,x2","FF","deep",0,"tanh",32,150,30,0.3,"rmsprop",0.307841582973358,0.35842237788169,-0.209223119386548
"x1,x2","LSTM","single",3,"sigmoid&tanh",8,200,30,0.3,"rmsprop",0.294641058155318,0.35010764280273,-0.189669856180074
"x1,x2","LSTM","multi",3,"sigmoid&tanh",8,200,30,0.3,"rmsprop",0.35048794328568,0.412373582841143,-0.65045978496903
"x1,x2","LSTM","deep",3,"sigmoid&tanh",8,200,30,0.3,"rmsprop",0.367271916220465,0.429946097327495,-0.794119212822217
"x1,x2","LSTM","single",3,"sigmoid&tanh",32,100,30,0.3,"rmsprop",0.359700710792664,0.421320756727453,-0.722856024010152
"x1,x2","LSTM","multi",3,"sigmoid&tanh",32,100,30,0.3,"rmsprop",0.353198364682858,0.414848360388014,-0.670329035597766
"x1,x2","LSTM","deep",3,"sigmoid&tanh",32,100,30,0.3,"rmsprop",0.372935054034536,0.435747812963132,-0.842865784310611
"x1,x2","LSTM","single",2,"sigmoid&tanh",32,150,80,0.2,"rmsprop",0.32500740456057,0.378008773250698,-0.377136851640124
"x1,x2","LSTM","multi",2,"sigmoid&tanh",32,150,80,0.2,"rmsprop",0.351044764848565,0.410016794121234,-0.620229861446331
"x1,x2","LSTM","deep",2,"sigmoid&tanh",32,150,80,0.2,"rmsprop",0.352711829651856,0.416278171585162,-0.670092853323964
"x1,x2","LSTM","single",2,"sigmoid&tanh",8,150,30,0.3,"rmsprop",0.331438650056764,0.393960110867616,-0.495814858398852
"x1,x2","LSTM","multi",2,"sigmoid&tanh",8,150,30,0.3,"rmsprop",0.353243889532229,0.414999630842191,-0.659849690016477
"x1,x2","LSTM","deep",2,"sigmoid&tanh",8,150,30,0.3,"rmsprop",0.355618263731821,0.419343868456389,-0.694782361447148
"x1,x2","LSTM","single",2,"sigmoid&tanh",16,100,30,0.3,"rmsprop",0.335267950726451,0.391816802789554,-0.479583412569767
"x1,x2","LSTM","multi",2,"sigmoid&tanh",16,100,30,0.3,"rmsprop",0.33843620171748,0.398204220268957,-0.528217110351209
"x1,x2","LSTM","deep",2,"sigmoid&tanh",16,100,30,0.3,"rmsprop",0.354523733719562,0.416798375457793,-0.674269539358316
"x1,x2","FF","single",0,"tanh",8,150,30,0.3,"rmsprop",0.379329589499057,0.443244900535715,-0.849284391378056
"x1,x2","FF","multi",0,"tanh",8,150,30,0.3,"rmsprop",0.376406554312031,0.435422202254271,-0.784585452900107
"x1,x2","FF","deep",0,"tanh",8,150,30,0.3,"rmsprop",0.568129304391216,0.630347831043782,-2.74004419435084
"x1,x2","LSTM","single",3,"sigmoid&tanh",32,200,80,0.2,"rmsprop",0.338331475140445,0.397748790367096,-0.535468847895343
"x1,x2","LSTM","multi",3,"sigmoid&tanh",32,200,80,0.2,"rmsprop",0.331900807223196,0.388396469544428,-0.464110387494825
"x1,x2","LSTM","deep",3,"sigmoid&tanh",32,200,80,0.2,"rmsprop",0.355005782739726,0.417402528925272,-0.69096035931473
"x1,x2","LSTM","single",2,"sigmoid&tanh",8,200,80,0.2,"rmsprop",0.318380995697423,0.373105370512023,-0.34164106165434
"x1,x2","LSTM","multi",2,"sigmoid&tanh",8,200,80,0.2,"rmsprop",0.342445962103221,0.399297466195674,-0.536619886981749
"x1,x2","LSTM","deep",2,"sigmoid&tanh",8,200,80,0.2,"rmsprop",0.349741464403063,0.40763708051956,-0.601477000518171
"x1,x2","LSTM","single",2,"sigmoid&tanh",16,100,50,0.3,"rmsprop",0.333329586566469,0.388489373199512,-0.454559958328593
"x1,x2","LSTM","multi",2,"sigmoid&tanh",16,100,50,0.3,"rmsprop",0.347264525550858,0.405378283745488,-0.583777979188524
"x1,x2","LSTM","deep",2,"sigmoid&tanh",16,100,50,0.3,"rmsprop",0.350893207501231,0.414867562063464,-0.658793402617912
"x1,x2","LSTM","single",2,"sigmoid&tanh",16,200,30,0.3,"rmsprop",0.337525339767644,0.394064593837064,-0.496608379866941
"x1,x2","LSTM","multi",2,"sigmoid&tanh",16,200,30,0.3,"rmsprop",0.342469808419241,0.400393923559621,-0.545070486286283
"x1,x2","LSTM","deep",2,"sigmoid&tanh",16,200,30,0.3,"rmsprop",0.354331096313938,0.418914946584083,-0.691317150616769
"x1,x2","LSTM","single",2,"sigmoid&tanh",8,100,50,0.3,"rmsprop",0.320199833943988,0.372727255479325,-0.338923129183053
"x1,x2","LSTM","multi",2,"sigmoid&tanh",8,100,50,0.3,"rmsprop",0.344742001855752,0.401682918508267,-0.555034642640045
"x1,x2","LSTM","deep",2,"sigmoid&tanh",8,100,50,0.3,"rmsprop",0.355797175313656,0.418910451615655,-0.691280855056202
"x1,x2","FF","single",0,"tanh",32,150,80,0.2,"rmsprop",0.474891121324723,0.53050606247393,-1.64909120617132
"x1,x2","FF","multi",0,"tanh",32,150,80,0.2,"rmsprop",0.619470884333753,0.710906151393411,-3.75708326114332
"x1,x2","FF","deep",0,"tanh",32,150,80,0.2,"rmsprop",0.373753958561225,0.432438364680984,-0.760210637090645
"x1,x2","FF","single",0,"relu",8,150,30,0.3,"rmsprop",0.326133241950214,0.384410287526529,-0.390933002824508
"x1,x2","FF","multi",0,"relu",8,150,30,0.3,"rmsprop",0.337410077762438,0.401142056265426,-0.514651088225564
"x1,x2","FF","deep",0,"relu",8,150,30,0.3,"rmsprop",0.408737763569276,0.466481415625462,-1.04825913851344
"x1,x2","FF","single",0,"tanh",32,150,30,0.3,"rmsprop",0.385734008291659,0.443867529075975,-0.854483440214449
"x1,x2","FF","multi",0,"tanh",32,150,30,0.3,"rmsprop",0.395328187702567,0.455499871918253,-0.952957205481492
"x1,x2","FF","deep",0,"tanh",32,150,30,0.3,"rmsprop",0.363438960794256,0.421424625721162,-0.671691091182132
"x1,x2","FF","single",0,"relu",16,150,80,0.2,"rmsprop",0.367860109574776,0.439052101041136,-0.814463883112179
"x1,x2","FF","multi",0,"relu",16,150,80,0.2,"rmsprop",0.347945339185514,0.400025267773894,-0.506229182677953
"x1,x2","FF","deep",0,"relu",16,150,80,0.2,"rmsprop",0.375221529863033,0.428680275062625,-0.729749484586873
"x1,x2","LSTM","single",3,"sigmoid&tanh",16,200,30,0.3,"rmsprop",0.345428026928527,0.405633022225296,-0.596944714255236
"x1,x2","LSTM","multi",3,"sigmoid&tanh",16,200,30,0.3,"rmsprop",0.352788043738464,0.413849076560617,-0.662291773536748
"x1,x2","LSTM","deep",3,"sigmoid&tanh",16,200,30,0.3,"rmsprop",0.360451987810589,0.422806697758582,-0.735030012174647
"x1,x2","FF","single",0,"relu",8,150,80,0.2,"rmsprop",0.378843651152485,0.457085582824402,-0.966578355123471
"x1,x2","FF","multi",0,"relu",8,150,80,0.2,"rmsprop",0.35850120645898,0.411147719445575,-0.591153138486502
"x1,x2","FF","deep",0,"relu",8,150,80,0.2,"rmsprop",0.37473461927151,0.430032953927891,-0.74068298099179
"x1,x2","LSTM","single",4,"sigmoid&tanh",32,150,30,0.3,"rmsprop",0.388590070333435,0.463417834911889,-1.00991930876884
"x1,x2","LSTM","multi",4,"sigmoid&tanh",32,150,30,0.3,"rmsprop",0.39438521836218,0.457534016632614,-0.959205140047872
"x1,x2","LSTM","deep",4,"sigmoid&tanh",32,150,30,0.3,"rmsprop",0.35115061874931,0.4171729276901,-0.628791030879943
"x1,x2","FF","single",0,"relu",16,100,30,0.3,"rmsprop",0.312363433269097,0.375658695474842,-0.328321189204814
"x1,x2","FF","multi",0,"relu",16,100,30,0.3,"rmsprop",0.323479089276235,0.380604735552944,-0.36352964195921
"x1,x2","FF","deep",0,"relu",16,100,30,0.3,"rmsprop",0.400746347118226,0.477759648391792,-1.14849892790407
"x1,x2","LSTM","single",4,"sigmoid&tanh",8,200,80,0.2,"rmsprop",0.326128018652444,0.387482746688259,-0.405199135165405
"x1,x2","LSTM","multi",4,"sigmoid&tanh",8,200,80,0.2,"rmsprop",0.338062134460507,0.405100875252408,-0.535887824728244
"x1,x2","LSTM","deep",4,"sigmoid&tanh",8,200,80,0.2,"rmsprop",0.349006019110285,0.415548257463137,-0.616129157386183
"x1,x2","LSTM","single",3,"sigmoid&tanh",8,150,80,0.2,"rmsprop",0.328925759027695,0.386425206818855,-0.449286246170384
"x1,x2","LSTM","multi",3,"sigmoid&tanh",8,150,80,0.2,"rmsprop",0.324309539960232,0.380909031074011,-0.40820477899511
"x1,x2","LSTM","deep",3,"sigmoid&tanh",8,150,80,0.2,"rmsprop",0.350315869851124,0.411283080802462,-0.641742204340245
"x1,x2","LSTM","single",3,"sigmoid&tanh",16,150,80,0.2,"rmsprop",0.32040246173741,0.377856738114959,-0.385726802149649
"x1,x2","LSTM","multi",3,"sigmoid&tanh",16,150,80,0.2,"rmsprop",0.324135078165283,0.380722352059282,-0.406824828185391
"x1,x2","LSTM","deep",3,"sigmoid&tanh",16,150,80,0.2,"rmsprop",0.34447044412214,0.406464398642372,-0.603497547360099
"x1,x2","FF","single",0,"relu",16,150,30,0.3,"rmsprop",0.402334320479507,0.452146563044055,-0.924308403020145
"x1,x2","FF","multi",0,"relu",16,150,30,0.3,"rmsprop",0.502154192815052,0.55194735664958,-1.8675534653157
"x1,x2","FF","deep",0,"relu",16,150,30,0.3,"rmsprop",0.305587454719925,0.365889794080339,-0.260134204015619
"x1,x2","FF","single",0,"relu",16,150,80,0.2,"rmsprop",0.330917046140936,0.396355396386974,-0.478719361978197
"x1,x2","FF","multi",0,"relu",16,150,80,0.2,"rmsprop",0.291727795468421,0.353136709855777,-0.173821179421447
"x1,x2","FF","deep",0,"relu",16,150,80,0.2,"rmsprop",0.328478782510996,0.387365037454196,-0.412397851368489
"x1,x2","FF","single",0,"tanh",16,150,80,0.2,"rmsprop",0.375735023409024,0.435778743196593,-0.787509227941702
"x1,x2","FF","multi",0,"tanh",16,150,80,0.2,"rmsprop",0.561867335033487,0.623893932430698,-2.66385039940529
"x1,x2","FF","deep",0,"tanh",16,150,80,0.2,"rmsprop",0.474021989193512,0.533591941829778,-1.67999962440485
"x1,x2","LSTM","single",3,"sigmoid&tanh",16,200,30,0.3,"rmsprop",0.353964071880078,0.426256065087241,-0.763455145786366
"x1,x2","LSTM","multi",3,"sigmoid&tanh",16,200,30,0.3,"rmsprop",0.333232522433951,0.391560724230017,-0.488063694157747
"x1,x2","LSTM","deep",3,"sigmoid&tanh",16,200,30,0.3,"rmsprop",0.358147671083731,0.420499723246363,-0.716147860661146
"x1,x2","LSTM","single",4,"sigmoid&tanh",32,200,80,0.2,"rmsprop",0.39716231987002,0.469165252083155,-1.06008345102891
"x1,x2","LSTM","multi",4,"sigmoid&tanh",32,200,80,0.2,"rmsprop",0.345210661779943,0.409153809786121,-0.566773918770014
"x1,x2","LSTM","deep",4,"sigmoid&tanh",32,200,80,0.2,"rmsprop",0.354220637363554,0.420762004486072,-0.656937646454976
"x1,x2","FF","single",0,"tanh",8,100,50,0.3,"rmsprop",0.39841548755041,0.487471683895398,-1.23673737997763
"x1,x2","FF","multi",0,"tanh",8,100,50,0.3,"rmsprop",0.375423124673562,0.429736013914593,-0.738279909463577
