"features","nn_type","arch","look_back","act_fun","batch_size","epochs","units","dropout","optimizer","mae","rmse","r2"
"x1","FF","single",0,"tanh",16,150,50,0.1,"adam",0.341608488147726,0.406414441927946,-0.554728188847107
"x1","FF","multi",0,"tanh",16,150,50,0.1,"adam",0.329993024702667,0.397839923616246,-0.489817029253122
"x1","FF","deep",0,"tanh",16,150,50,0.1,"adam",0.340048850792729,0.406759414411319,-0.557368676074791
"x1","FF","single",0,"tanh",32,150,50,0.1,"adam",0.321201188807334,0.387289878621229,-0.411849821135484
"x1","FF","multi",0,"tanh",32,150,50,0.1,"adam",0.322263705015762,0.38686257176928,-0.408736079613153
"x1","FF","deep",0,"tanh",32,150,50,0.1,"adam",0.318018558956544,0.384685269203792,-0.392923677389266
"x1","LSTM","single",2,"sigmoid&tanh",16,100,30,0.1,"adam",0.341282087373857,0.405535667171603,-0.585007984843985
"x1","LSTM","multi",2,"sigmoid&tanh",16,100,30,0.1,"adam",0.346608053439474,0.410537810586277,-0.624350194059954
"x1","LSTM","deep",2,"sigmoid&tanh",16,100,30,0.1,"adam",0.352865523853915,0.417463024009504,-0.679613552940739
"x1","LSTM","single",2,"sigmoid&tanh",32,150,50,0.1,"adam",0.372070914822875,0.438091118980701,-0.849704015344899
"x1","LSTM","multi",2,"sigmoid&tanh",32,150,50,0.1,"adam",0.349660768281546,0.413842819211425,-0.650608924011404
"x1","LSTM","deep",2,"sigmoid&tanh",32,150,50,0.1,"adam",0.350102624036682,0.414445816652016,-0.655422529709326
"x1","LSTM","single",2,"sigmoid&tanh",16,150,30,0.1,"adam",0.354465505053998,0.419598133951943,-0.696838217526724
"x1","LSTM","multi",2,"sigmoid&tanh",16,150,30,0.1,"adam",0.35089613812807,0.415167948317842,-0.661196382136086
"x1","LSTM","deep",2,"sigmoid&tanh",16,150,30,0.1,"adam",0.35251489899884,0.41709483252677,-0.676652108913147
"x1","LSTM","single",4,"sigmoid&tanh",8,100,50,0.1,"adam",0.395543118710302,0.459268120959212,-0.97408449052991
"x1","LSTM","multi",4,"sigmoid&tanh",8,100,50,0.1,"adam",0.359053102359205,0.422864605455499,-0.673538876393983
"x1","LSTM","deep",4,"sigmoid&tanh",8,100,50,0.1,"adam",0.358949865099573,0.422779238489005,-0.672863243982484
"x1","FF","single",0,"tanh",8,150,30,0.1,"adam",0.380176168291576,0.448257610417904,-0.891348466958503
"x1","FF","multi",0,"tanh",8,150,30,0.1,"adam",0.318290127303003,0.384181518821691,-0.389277962528424
"x1","FF","deep",0,"tanh",8,150,30,0.1,"adam",0.346682683269141,0.411933731999833,-0.597242734830838
"x1","FF","single",0,"relu",16,200,50,0.1,"adam",0.331982524568173,0.394779846023628,-0.466986627834247
"x1","FF","multi",0,"relu",16,200,50,0.1,"adam",0.35482632939948,0.420047665248563,-0.660784789629781
"x1","FF","deep",0,"relu",16,200,50,0.1,"adam",0.335697657342648,0.398670670510388,-0.496045429185677
"x1","LSTM","single",4,"sigmoid&tanh",8,200,50,0.1,"adam",0.337359737221252,0.403218866681425,-0.521650187681496
"x1","LSTM","multi",4,"sigmoid&tanh",8,200,50,0.1,"adam",0.369594955791462,0.434025340455765,-0.763044635093304
"x1","LSTM","deep",4,"sigmoid&tanh",8,200,50,0.1,"adam",0.366293038646003,0.430484654714822,-0.734396883947205
"x1","FF","single",0,"relu",8,150,50,0.1,"adam",0.330505512529943,0.393580822320934,-0.458089108796461
"x1","FF","multi",0,"relu",8,150,50,0.1,"adam",0.361744294051138,0.427310485104491,-0.718712783935275
"x1","FF","deep",0,"relu",8,150,50,0.1,"adam",0.335232300613344,0.398585708656647,-0.495407844039351
"x1","LSTM","single",3,"sigmoid&tanh",16,200,30,0.1,"adam",0.389410175588208,0.450924676632986,-0.973473412150394
"x1","LSTM","multi",3,"sigmoid&tanh",16,200,30,0.1,"adam",0.351977726319271,0.413692665176895,-0.661035507722377
"x1","LSTM","deep",3,"sigmoid&tanh",16,200,30,0.1,"adam",0.360531473269014,0.422345789023994,-0.731249302864431
"x1","FF","single",0,"tanh",16,200,30,0.1,"adam",0.336619770091606,0.399841843246819,-0.504848189744582
"x1","FF","multi",0,"tanh",16,200,30,0.1,"adam",0.348819983129038,0.414752382393186,-0.619175736094279
"x1","FF","deep",0,"tanh",16,200,30,0.1,"adam",0.324531615617954,0.390934011872636,-0.438543904746699
"x1","LSTM","single",2,"sigmoid&tanh",8,200,50,0.1,"adam",0.36537814103308,0.431555786343898,-0.794928812561451
"x1","LSTM","multi",2,"sigmoid&tanh",8,200,50,0.1,"adam",0.359207608084105,0.424545512012117,-0.737088116580064
"x1","LSTM","deep",2,"sigmoid&tanh",8,200,50,0.1,"adam",0.348465408489385,0.412691065235662,-0.641434184903982
"x1","LSTM","single",3,"sigmoid&tanh",16,200,30,0.1,"adam",0.332446812776798,0.397229276667542,-0.531460407538558
"x1","LSTM","multi",3,"sigmoid&tanh",16,200,30,0.1,"adam",0.368886373630818,0.431414622555646,-0.806396141969537
"x1","LSTM","deep",3,"sigmoid&tanh",16,200,30,0.1,"adam",0.358448780421737,0.420294320743887,-0.714471688467932
"x1","FF","single",0,"relu",32,100,50,0.1,"adam",0.363676953206517,0.428598801661212,-0.729092047377297
"x1","FF","multi",0,"relu",32,100,50,0.1,"adam",0.361659363548018,0.42766198670997,-0.721541541009792
"x1","FF","deep",0,"relu",32,100,50,0.1,"adam",0.335499709556769,0.398463746210861,-0.49449283032687
"x1","FF","single",0,"tanh",32,200,30,0.1,"adam",0.379325023836203,0.448110036523744,-0.890103344923514
"x1","FF","multi",0,"tanh",32,200,30,0.1,"adam",0.317097331941921,0.383366208749292,-0.383387567697426
"x1","FF","deep",0,"tanh",32,200,30,0.1,"adam",0.335012792469271,0.402666761263262,-0.526187076296663
"x1","LSTM","single",4,"sigmoid&tanh",32,150,30,0.1,"adam",0.35008301825158,0.413984675715309,-0.603990033060897
"x1","LSTM","multi",4,"sigmoid&tanh",32,150,30,0.1,"adam",0.361538264982503,0.425509428378377,-0.694538770393359
"x1","LSTM","deep",4,"sigmoid&tanh",32,150,30,0.1,"adam",0.360956572812581,0.424877968637938,-0.68951308131764
"x1","LSTM","single",2,"sigmoid&tanh",32,100,30,0.1,"adam",0.38614289662692,0.450647198602528,-0.957251759886124
"x1","LSTM","multi",2,"sigmoid&tanh",32,100,30,0.1,"adam",0.348089818701159,0.412112329510308,-0.63683369509649
"x1","LSTM","deep",2,"sigmoid&tanh",32,100,30,0.1,"adam",0.349961702391549,0.414321392232112,-0.654428701030641
"x1","FF","single",0,"tanh",8,100,30,0.1,"adam",0.32950929769559,0.393568523882592,-0.457997986781278
"x1","FF","multi",0,"tanh",8,100,30,0.1,"adam",0.342305924246046,0.409703463522831,-0.579994150909923
"x1","FF","deep",0,"tanh",8,100,30,0.1,"adam",0.335527142027972,0.400689027707317,-0.511231886872481
"x1","LSTM","single",4,"sigmoid&tanh",8,200,50,0.1,"adam",0.355508330351201,0.419433332951075,-0.646489697726214
"x1","LSTM","multi",4,"sigmoid&tanh",8,200,50,0.1,"adam",0.374713813233905,0.439118579486149,-0.804665684623205
"x1","LSTM","deep",4,"sigmoid&tanh",8,200,50,0.1,"adam",0.369487395663775,0.433891691761699,-0.761959019518639
"x1","FF","single",0,"relu",8,200,50,0.1,"adam",0.349309474058408,0.413956430639626,-0.612966975561332
"x1","FF","multi",0,"relu",8,200,50,0.1,"adam",0.344956506275841,0.408137442998393,-0.567938726971124
"x1","FF","deep",0,"relu",8,200,50,0.1,"adam",0.31567180908116,0.381227761740362,-0.367997321397117
"x1","LSTM","single",3,"sigmoid&tanh",16,150,50,0.1,"adam",0.344282762686154,0.407035521259484,-0.608006857937574
"x1","LSTM","multi",3,"sigmoid&tanh",16,150,50,0.1,"adam",0.357118279472374,0.418853787251075,-0.702739331871086
"x1","LSTM","deep",3,"sigmoid&tanh",16,150,50,0.1,"adam",0.365747165542528,0.427902930084314,-0.777107891219313
"x1","LSTM","single",3,"sigmoid&tanh",8,200,30,0.1,"adam",0.362278888622627,0.424352326544681,-0.74773848643638
"x1","LSTM","multi",3,"sigmoid&tanh",8,200,30,0.1,"adam",0.356348891617196,0.418270766546872,-0.698002397881079
"x1","LSTM","deep",3,"sigmoid&tanh",8,200,30,0.1,"adam",0.355595092711402,0.417488997193181,-0.691661023771613
"x1","FF","single",0,"relu",8,200,30,0.1,"adam",0.385500626622446,0.454189481976419,-0.941736765899636
"x1","FF","multi",0,"relu",8,200,30,0.1,"adam",0.341179284794214,0.403694659260508,-0.533988897075358
"x1","FF","deep",0,"relu",8,200,30,0.1,"adam",0.381826789443749,0.449707605305959,-0.903604281865455
"x1","FF","single",0,"relu",8,200,50,0.1,"adam",0.383057092300363,0.451788948704645,-0.921265636834289
"x1","FF","multi",0,"relu",8,200,50,0.1,"adam",0.377917821223594,0.444981941021366,-0.863807180870968
"x1","FF","deep",0,"relu",8,200,50,0.1,"adam",0.362626184258667,0.428057582541968,-0.724727934304968
"x1","FF","single",0,"tanh",32,200,30,0.1,"adam",0.376578823895561,0.444600555047927,-0.8606136791544
"x1","FF","multi",0,"tanh",32,200,30,0.1,"adam",0.378830639505195,0.449644442046564,-0.90306958151494
"x1","FF","deep",0,"tanh",32,200,30,0.1,"adam",0.340816894592055,0.407137422541831,-0.560264597074822
"x1","FF","single",0,"relu",8,100,50,0.1,"adam",0.327315634379743,0.390207217895314,-0.433200019921575
"x1","FF","multi",0,"relu",8,100,50,0.1,"adam",0.356223989510345,0.421484270407923,-0.672164317193445
"x1","FF","deep",0,"relu",8,100,50,0.1,"adam",0.36938244545155,0.435471761091336,-0.784991711526202
"x1","LSTM","single",2,"sigmoid&tanh",8,200,30,0.1,"adam",0.338305059974059,0.40199598438162,-0.557459530378715
"x1","LSTM","multi",2,"sigmoid&tanh",8,200,30,0.1,"adam",0.343776868855658,0.407531478775187,-0.600647356370939
"x1","LSTM","deep",2,"sigmoid&tanh",8,200,30,0.1,"adam",0.348323853586478,0.412516767903229,-0.640047980024946
"x1","FF","single",0,"tanh",32,100,50,0.1,"adam",0.310627864275455,0.376354408811573,-0.333245800374196
"x1","FF","multi",0,"tanh",32,100,50,0.1,"adam",0.329588122323735,0.394959086136938,-0.468319028884724
"x1","FF","deep",0,"tanh",32,100,50,0.1,"adam",0.321270139712644,0.386711461982866,-0.407635780700658
"x1","LSTM","single",3,"sigmoid&tanh",32,100,30,0.1,"adam",0.33994234641726,0.403028232022315,-0.576500865493784
"x1","LSTM","multi",3,"sigmoid&tanh",32,100,30,0.1,"adam",0.369476365826462,0.431983157904237,-0.811160360506883
"x1","LSTM","deep",3,"sigmoid&tanh",32,100,30,0.1,"adam",0.36021461079506,0.422063351136774,-0.728934579185535
"x1","FF","single",0,"relu",8,100,50,0.1,"adam",0.340540087876257,0.403253980332661,-0.530641676084584
"x1","FF","multi",0,"relu",8,100,50,0.1,"adam",0.315568376659898,0.381530460755363,-0.370170593544916
"x1","FF","deep",0,"relu",8,100,50,0.1,"adam",0.369753823009687,0.436225350739989,-0.791174960581942
"x1","FF","single",0,"relu",32,150,50,0.1,"adam",0.361583671920059,0.426658354982605,-0.713470838529888
"x1","FF","multi",0,"relu",32,150,50,0.1,"adam",0.348712049423986,0.412353481648686,-0.600499490014504
"x1","FF","deep",0,"relu",32,150,50,0.1,"adam",0.363805305693356,0.430690901571431,-0.746013523170946
"x1","FF","single",0,"tanh",32,150,50,0.1,"adam",0.378752030478227,0.44673722015436,-0.878540157406916
"x1","FF","multi",0,"tanh",32,150,50,0.1,"adam",0.332226241441402,0.397467265181095,-0.487027299897096
"x1","FF","deep",0,"tanh",32,150,50,0.1,"adam",0.347975549753093,0.41452245771225,-0.617381001268209
"x1","LSTM","single",2,"sigmoid&tanh",8,200,30,0.1,"adam",0.384566450581332,0.450405902713893,-0.955156327514669
"x1","LSTM","multi",2,"sigmoid&tanh",8,200,30,0.1,"adam",0.349721675260369,0.413583576745142,-0.648541598534902
"x1","LSTM","deep",2,"sigmoid&tanh",8,200,30,0.1,"adam",0.347726747973417,0.411995479218592,-0.635905611341116
"x1","FF","single",0,"tanh",16,100,30,0.1,"adam",0.321523907710136,0.387494750145225,-0.413343918165795
"x1","FF","multi",0,"tanh",16,100,30,0.1,"adam",0.321649680660589,0.388292319770802,-0.419167998428535
"x1","FF","deep",0,"tanh",16,100,30,0.1,"adam",0.325415772074792,0.39184047420324,-0.445222769225096
"x1","FF","single",0,"tanh",8,150,50,0.1,"adam",0.32468699008781,0.390399674501938,-0.434614124127972
"x1","FF","multi",0,"tanh",8,150,50,0.1,"adam",0.368963897181111,0.437414821100113,-0.800956392323009
"x1","FF","deep",0,"tanh",8,150,50,0.1,"adam",0.343295596865275,0.41085736303296,-0.588906557219255
"x1","FF","single",0,"relu",16,150,30,0.1,"adam",0.334832296314142,0.397379098306829,-0.486367663145479
"x1","FF","multi",0,"relu",16,150,30,0.1,"adam",0.349093481540638,0.412955458204156,-0.605175897376202
"x1","FF","deep",0,"relu",16,150,30,0.1,"adam",0.333967932468239,0.396578053060035,-0.480381199891247
"x1","FF","single",0,"tanh",32,100,50,0.1,"adam",0.359323453297275,0.426987361210228,-0.716114452220695
"x1","FF","multi",0,"tanh",32,100,50,0.1,"adam",0.303813855848137,0.371191429625987,-0.296916719463332
"x1","FF","deep",0,"tanh",32,100,50,0.1,"adam",0.325643009474459,0.392384186888961,-0.449236296046406
"x1","FF","single",0,"tanh",16,200,50,0.1,"adam",0.346666889978531,0.411753908498294,-0.595848534415122
"x1","FF","multi",0,"tanh",16,200,50,0.1,"adam",0.329750355798089,0.394483946210549,-0.464788347477826
"x1","FF","deep",0,"tanh",16,200,50,0.1,"adam",0.344122791708716,0.410974548052588,-0.589813064520004
"x1","LSTM","single",2,"sigmoid&tanh",16,150,50,0.1,"adam",0.3781537896787,0.443981134682626,-0.899775901906167
"x1","LSTM","multi",2,"sigmoid&tanh",16,150,50,0.1,"adam",0.350752232026486,0.415237079190405,-0.661749649877662
"x1","LSTM","deep",2,"sigmoid&tanh",16,150,50,0.1,"adam",0.353409826967377,0.418229837546167,-0.685789588734076
"x1","LSTM","single",4,"sigmoid&tanh",32,100,30,0.1,"adam",0.403314931232942,0.466403714357661,-1.03590324913788
"x1","LSTM","multi",4,"sigmoid&tanh",32,100,30,0.1,"adam",0.354375840748259,0.418137531012183,-0.636332045921905
"x1","LSTM","deep",4,"sigmoid&tanh",32,100,30,0.1,"adam",0.357778562426847,0.421662218137673,-0.664035214668419
"x1","FF","single",0,"relu",32,150,30,0.1,"adam",0.322959120508863,0.386746830885174,-0.407893279192751
"x1","FF","multi",0,"relu",32,150,30,0.1,"adam",0.337023999479247,0.402664801308003,-0.526172219092665
"x1","FF","deep",0,"relu",32,150,30,0.1,"adam",0.363130439553467,0.428691301657645,-0.729838471617365
"x1","LSTM","single",2,"sigmoid&tanh",16,200,50,0.1,"adam",0.339499946396576,0.403214586163839,-0.566916339373096
"x1","LSTM","multi",2,"sigmoid&tanh",16,200,50,0.1,"adam",0.351376882093004,0.41643048589604,-0.671315235843624
"x1","LSTM","deep",2,"sigmoid&tanh",16,200,50,0.1,"adam",0.352992603833698,0.417691101646194,-0.681449341571906
"x1","LSTM","single",4,"sigmoid&tanh",16,150,50,0.1,"adam",0.36701901687921,0.431657815517047,-0.743862954085515
"x1","LSTM","multi",4,"sigmoid&tanh",16,150,50,0.1,"adam",0.357533321241058,0.421378575129912,-0.661797247007815
"x1","LSTM","deep",4,"sigmoid&tanh",16,150,50,0.1,"adam",0.355946278881597,0.419786058759007,-0.649260119437446
"x1","FF","single",0,"tanh",32,150,30,0.1,"adam",0.385475368657517,0.454284046484129,-0.94254540856483
"x1","FF","multi",0,"tanh",32,150,30,0.1,"adam",0.368194524120596,0.439019410881595,-0.814193696929308
"x1","FF","deep",0,"tanh",32,150,30,0.1,"adam",0.380608182570644,0.452107318515641,-0.923974372842249
"x1","FF","single",0,"relu",32,100,50,0.1,"adam",0.330619489292262,0.395881364461404,-0.475184448479844
"x1","FF","multi",0,"relu",32,100,50,0.1,"adam",0.34420195193895,0.407374950926232,-0.562085678687881
"x1","FF","deep",0,"relu",32,100,50,0.1,"adam",0.359063082979428,0.424378886381194,-0.695210938813573
"x1","FF","single",0,"relu",32,200,30,0.1,"adam",0.348476619800511,0.4161548060742,-0.630144254319966
"x1","FF","multi",0,"relu",32,200,30,0.1,"adam",0.349900639557083,0.413893748146639,-0.612478532194549
"x1","FF","deep",0,"relu",32,200,30,0.1,"adam",0.349010543617689,0.41273022638495,-0.603425403047149
"x1","FF","single",0,"tanh",8,200,50,0.1,"adam",0.318497177827965,0.384743160405348,-0.39334295049076
"x1","FF","multi",0,"tanh",8,200,50,0.1,"adam",0.35085656357242,0.418828330664848,-0.651156772203651
"x1","FF","deep",0,"tanh",8,200,50,0.1,"adam",0.339854106570242,0.407055735063172,-0.559638561305
"x1","LSTM","single",2,"sigmoid&tanh",8,150,30,0.1,"adam",0.344726673239886,0.408632106958443,-0.609304830142753
"x1","LSTM","multi",2,"sigmoid&tanh",8,150,30,0.1,"adam",0.350766379265425,0.415620989965767,-0.664823838314636
"x1","LSTM","deep",2,"sigmoid&tanh",8,150,30,0.1,"adam",0.34969349812082,0.413972454240466,-0.651643182621928
"x1","FF","single",0,"relu",16,100,30,0.1,"adam",0.333782180087599,0.396782252059025,-0.481906096099401
"x1","FF","multi",0,"relu",16,100,30,0.1,"adam",0.328517142822304,0.391856974734201,-0.445344489398077
"x1","FF","deep",0,"relu",16,100,30,0.1,"adam",0.337309872467029,0.400579885578694,-0.510408721824195
"x1","LSTM","single",3,"sigmoid&tanh",16,100,80,0.1,"adam",0.349785111865806,0.411485908168585,-0.643361878822552
"x1","LSTM","multi",3,"sigmoid&tanh",16,100,80,0.1,"adam",0.359509020720109,0.421170710956556,-0.721629114465358
"x1","LSTM","deep",3,"sigmoid&tanh",16,100,80,0.1,"adam",0.366389083904267,0.428490915436583,-0.781995127311831
"x1","LSTM","single",4,"sigmoid&tanh",8,150,30,0.2,"adam",0.381137302567824,0.445761825167314,-0.859682826658529
"x1","LSTM","multi",4,"sigmoid&tanh",8,150,30,0.2,"adam",0.361947552423344,0.425907005643677,-0.697706854519542
"x1","LSTM","deep",4,"sigmoid&tanh",8,150,30,0.2,"adam",0.363969746163645,0.427994835182537,-0.714392235298782
"x1","FF","single",0,"relu",32,150,80,0.1,"adam",0.345086675384972,0.408332191291702,-0.569435410248176
"x1","FF","multi",0,"relu",32,150,80,0.1,"adam",0.34850446131635,0.412086849874756,-0.598430362099915
"x1","FF","deep",0,"relu",32,150,80,0.1,"adam",0.361183874168801,0.427270958885539,-0.718394836783383
"x1","FF","single",0,"tanh",8,150,80,0.1,"adam",0.339662957035584,0.404115682759674,-0.537190238201115
"x1","FF","multi",0,"tanh",8,150,80,0.1,"adam",0.320762239593816,0.386570183006213,-0.406607453199433
"x1","FF","deep",0,"tanh",8,150,80,0.1,"adam",0.354489038946065,0.420700182730996,-0.665948645650513
"x1","FF","single",0,"tanh",32,200,50,0.1,"adam",0.337358600179934,0.401162636920467,-0.514806511027643
"x1","FF","multi",0,"tanh",32,200,50,0.1,"adam",0.329052612860025,0.393019146861801,-0.453930428042623
"x1","FF","deep",0,"tanh",32,200,50,0.1,"adam",0.346649439104481,0.413215798248025,-0.607200441579191
"x1","FF","single",0,"tanh",16,200,80,0.1,"adam",0.360347201628047,0.427694685007028,-0.721804803260955
"x1","FF","multi",0,"tanh",16,200,80,0.1,"adam",0.333755279238605,0.400282868500054,-0.508169713403364
"x1","FF","deep",0,"tanh",16,200,80,0.1,"adam",0.340093832928025,0.406453678542053,-0.555028400691841
"x1","FF","single",0,"relu",8,200,80,0.1,"adam",0.324381216956261,0.388730634979659,-0.422373799705808
"x1","FF","multi",0,"relu",8,200,80,0.1,"adam",0.362504833020327,0.427952110218483,-0.723878101671168
"x1","FF","deep",0,"relu",8,200,80,0.1,"adam",0.342243029611144,0.405245683199954,-0.545798932601636
"x1","FF","single",0,"relu",16,200,50,0.1,"adam",0.333945973154737,0.397050041106464,-0.483907053214892
"x1","FF","multi",0,"relu",16,200,50,0.1,"adam",0.358970669734038,0.424657337661098,-0.697436254589051
"x1","FF","deep",0,"relu",16,200,50,0.1,"adam",0.381179008461592,0.448239932491131,-0.891199291753745
"x1","FF","single",0,"relu",32,150,80,0.1,"adam",0.369459052802431,0.43541062973871,-0.784490593848943
"x1","FF","multi",0,"relu",32,150,80,0.1,"adam",0.327107259296771,0.390984546708312,-0.438915841064655
"x1","FF","deep",0,"relu",32,150,80,0.1,"adam",0.363014342697394,0.42850961260414,-0.72837249313245
"x1","FF","single",0,"relu",16,150,30,0.2,"adam",0.336702706477874,0.401887314574018,-0.520284279071552
"x1","FF","multi",0,"relu",16,150,30,0.2,"adam",0.347479612003194,0.410912195435726,-0.589330691655348
"x1","FF","deep",0,"relu",16,150,30,0.2,"adam",0.348692847644093,0.412316288140141,-0.600210778947702
"x1","LSTM","single",3,"sigmoid&tanh",16,100,80,0.1,"adam",0.37229152093192,0.434779438849424,-0.834683985097872
"x1","LSTM","multi",3,"sigmoid&tanh",16,100,80,0.1,"adam",0.364587045916823,0.42652956536106,-0.76571885643584
"x1","LSTM","deep",3,"sigmoid&tanh",16,100,80,0.1,"adam",0.358614355407328,0.420495005018114,-0.716109348712433
"x1","LSTM","single",3,"sigmoid&tanh",32,100,30,0.2,"adam",0.344231682988798,0.406512184600973,-0.603874599676899
"x1","LSTM","multi",3,"sigmoid&tanh",32,100,30,0.2,"adam",0.359929206284954,0.421684578429726,-0.725832772893396
"x1","LSTM","deep",3,"sigmoid&tanh",32,100,30,0.2,"adam",0.358783080899813,0.420541725167207,-0.716490715139154
"x1","FF","single",0,"relu",32,200,80,0.1,"adam",0.358580507872994,0.423384010909501,-0.687272056981635
"x1","FF","multi",0,"relu",32,200,80,0.1,"adam",0.367517291924663,0.433454097159668,-0.768489286798703
"x1","FF","deep",0,"relu",32,200,80,0.1,"adam",0.365803790014294,0.432472278681567,-0.760486737132971
"x1","FF","single",0,"relu",32,100,80,0.1,"adam",0.336719038864556,0.399335716268232,-0.501040873282466
"x1","FF","multi",0,"relu",32,100,80,0.1,"adam",0.340425267426876,0.404126866466961,-0.537275321380431
"x1","FF","deep",0,"relu",32,100,80,0.1,"adam",0.369927844994448,0.436506948280461,-0.793488229458951
"x1","FF","single",0,"relu",16,100,80,0.1,"adam",0.324930681008183,0.390455006585677,-0.435020814088992
"x1","FF","multi",0,"relu",16,100,80,0.1,"adam",0.332720517746752,0.396185938277193,-0.477455206508329
"x1","FF","deep",0,"relu",16,100,80,0.1,"adam",0.357732610636758,0.423138802812127,-0.685318213893769
"x1","FF","single",0,"tanh",16,200,50,0.1,"adam",0.335295563935571,0.398775517728589,-0.496832428777693
"x1","FF","multi",0,"tanh",16,200,50,0.1,"adam",0.332352751958453,0.398479488194338,-0.494610917587692
"x1","FF","deep",0,"tanh",16,200,50,0.1,"adam",0.354979211650126,0.4241587818608,-0.693452949233179
"x1","LSTM","single",2,"sigmoid&tanh",32,200,50,0.1,"adam",0.336474156518377,0.40069714235157,-0.547411539806004
"x1","LSTM","multi",2,"sigmoid&tanh",32,200,50,0.1,"adam",0.34930855361518,0.413474198805338,-0.647669754242334
"x1","LSTM","deep",2,"sigmoid&tanh",32,200,50,0.1,"adam",0.347238022127066,0.411362629471724,-0.630883773110974
"x1","LSTM","single",4,"sigmoid&tanh",8,150,80,0.1,"adam",0.341293548709885,0.405645862854214,-0.54002310516737
"x1","LSTM","multi",4,"sigmoid&tanh",8,150,80,0.1,"adam",0.361786085970442,0.425995815292464,-0.698414936175754
"x1","LSTM","deep",4,"sigmoid&tanh",8,150,80,0.1,"adam",0.363355554077588,0.427454327484304,-0.710064813544205
"x1","LSTM","single",4,"sigmoid&tanh",32,200,80,0.1,"adam",0.385579939631489,0.450103177257503,-0.896082770596776
"x1","LSTM","multi",4,"sigmoid&tanh",32,200,80,0.1,"adam",0.357420398380565,0.421347935407913,-0.661555587096719
"x1","LSTM","deep",4,"sigmoid&tanh",32,200,80,0.1,"adam",0.363108929239171,0.427131495051605,-0.707482755641814
"x1","LSTM","single",4,"sigmoid&tanh",16,100,30,0.2,"adam",0.350230617459104,0.414372914922472,-0.606999921385384
"x1","LSTM","multi",4,"sigmoid&tanh",16,100,30,0.2,"adam",0.357165048679438,0.421018951487311,-0.658961950693429
"x1","LSTM","deep",4,"sigmoid&tanh",16,100,30,0.2,"adam",0.360587320685989,0.424577812720181,-0.687126804504739
"x1","FF","single",0,"tanh",32,100,80,0.1,"adam",0.372396628511506,0.440005363939447,-0.822351506481918
"x1","FF","multi",0,"tanh",32,100,80,0.1,"adam",0.320502762342665,0.387029393128402,-0.409951280845081
"x1","FF","deep",0,"tanh",32,100,80,0.1,"adam",0.366419002164833,0.436771518151981,-0.79566297949244
"x1","FF","single",0,"relu",8,100,80,0.1,"adam",0.379425707862459,0.446287225049658,-0.874757584174078
"x1","FF","multi",0,"relu",8,100,80,0.1,"adam",0.332458512499887,0.395545801916063,-0.472684675081533
"x1","FF","deep",0,"relu",8,100,80,0.1,"adam",0.334120793779649,0.397137542749902,-0.484561170328228
"x1","LSTM","single",3,"sigmoid&tanh",32,150,80,0.1,"adam",0.385092187326076,0.446913835951339,-0.938522628607601
"x1","LSTM","multi",3,"sigmoid&tanh",32,150,80,0.1,"adam",0.355451491943492,0.417272632837352,-0.689908065939548
"x1","LSTM","deep",3,"sigmoid&tanh",32,150,80,0.1,"adam",0.363701191096688,0.425654854189989,-0.758484139604015
"x1","FF","single",0,"tanh",32,100,30,0.2,"adam",0.322983859789206,0.387245629168403,-0.411527220331406
"x1","FF","multi",0,"tanh",32,100,30,0.2,"adam",0.331691912966642,0.400245643107097,-0.507889213766245
"x1","FF","deep",0,"tanh",32,100,30,0.2,"adam",0.330130190572349,0.395678431065652,-0.473672442674196
"x1","LSTM","single",2,"sigmoid&tanh",8,100,80,0.1,"adam",0.347153615900625,0.410858115987624,-0.626885848970313
"x1","LSTM","multi",2,"sigmoid&tanh",8,100,80,0.1,"adam",0.355418143864432,0.420108268762962,-0.700966655517551
"x1","LSTM","deep",2,"sigmoid&tanh",8,100,80,0.1,"adam",0.346324164802685,0.410193985974174,-0.62163055317331
"x1","LSTM","single",2,"sigmoid&tanh",16,100,80,0.1,"adam",0.341264417956095,0.405131225638822,-0.581848098037647
"x1","LSTM","multi",2,"sigmoid&tanh",16,100,80,0.1,"adam",0.349251626219295,0.413307362586273,-0.646340357952031
"x1","LSTM","deep",2,"sigmoid&tanh",16,100,80,0.1,"adam",0.354762644752106,0.419609880606393,-0.696933224866296
"x1","FF","single",0,"tanh",8,150,30,0.2,"adam",0.374442344701596,0.442348207848114,-0.841809686247537
"x1","FF","multi",0,"tanh",8,150,30,0.2,"adam",0.337923936009676,0.404604717672287,-0.540912907622318
"x1","FF","deep",0,"tanh",8,150,30,0.2,"adam",0.323887180786752,0.390822850761608,-0.437725928316743
"x1","FF","single",0,"tanh",16,200,80,0.1,"adam",0.356150860742314,0.423759383166155,-0.690265254030221
"x1","FF","multi",0,"tanh",16,200,80,0.1,"adam",0.348400343767636,0.413543370568692,-0.609749632868928
"x1","FF","deep",0,"tanh",16,200,80,0.1,"adam",0.348791993416494,0.417443096501849,-0.640252751669605
"x1","FF","single",0,"relu",8,100,80,0.1,"adam",0.373367470114238,0.439474453446709,-0.817956460787571
"x1","FF","multi",0,"relu",8,100,80,0.1,"adam",0.355924601875613,0.421005994747521,-0.668371522105317
"x1","FF","deep",0,"relu",8,100,80,0.1,"adam",0.372555507982828,0.440012708369122,-0.822412343213831
"x1","FF","single",0,"tanh",8,100,30,0.2,"adam",0.375977281713294,0.44422075531005,-0.857436180847497
